DIRENT,1,0,-503142528,32766,0,'55'
DIRENT,1,0,-503142528,32766,0,'55'
DIRENT,1,0,-503142528,32766,0,'55'
DIRENT,1,0,-503142528,32766,0,'55'
DIRENT,1,0,-503142528,32766,0,'55'
DIRENT,1,0,-503142528,32766,0,'55'
DIRENT,1,0,-503142528,32766,0,'55'
DIRENT,1,0,-503142528,32766,0,'55'
DIRENT,1,0,-503142528,32766,0,'55'
DIRENT,1,0,-503142528,32766,0,'55'
DIRENT,1,0,-503142528,32766,0,'55'
DIRENT,1,0,-503142528,32766,0,'55'
DIRENT,4,0,-503142544,32766,0,'07'
DIRENT,4,0,-503142544,32766,0,'07'
DIRENT,4,0,-503142544,32766,0,'07'
DIRENT,4,0,-503142544,32766,0,'07'
DIRENT,4,0,-503142544,32766,0,'07'
DIRENT,4,0,-503142544,32766,0,'07'
DIRENT,4,0,-503142544,32766,0,'07'
DIRENT,4,0,-503142544,32766,0,'07'
DIRENT,4,0,-503142544,32766,0,'07'
DIRENT,4,0,-503142544,32766,0,'07'
DIRENT,4,0,-503142544,32766,0,'07'
DIRENT,4,0,-503142544,32766,0,'07'
DIRENT,5,0,-503142544,32766,0,'07'
DIRENT,5,0,-503142544,32766,0,'07'
DIRENT,5,0,-503142544,32766,0,'07'
DIRENT,5,0,-503142544,32766,0,'07'
DIRENT,5,0,-503142544,32766,0,'07'
DIRENT,5,0,-503142544,32766,0,'07'
DIRENT,5,0,-503142544,32766,0,'07'
DIRENT,5,0,-503142544,32766,0,'07'
DIRENT,5,0,-503142544,32766,0,'07'
DIRENT,5,0,-503142544,32766,0,'07'
DIRENT,5,0,-503142544,32766,0,'07'
DIRENT,5,0,-503142544,32766,0,'07'
DIRENT,6,0,-503142544,32766,0,'07'
DIRENT,6,0,-503142544,32766,0,'07'
DIRENT,6,0,-503142544,32766,0,'07'
DIRENT,6,0,-503142544,32766,0,'07'
DIRENT,6,0,-503142544,32766,0,'07'
DIRENT,6,0,-503142544,32766,0,'07'
DIRENT,6,0,-503142544,32766,0,'07'
DIRENT,6,0,-503142544,32766,0,'07'
DIRENT,6,0,-503142544,32766,0,'07'
DIRENT,6,0,-503142544,32766,0,'07'
DIRENT,6,0,-503142544,32766,0,'07'
DIRENT,6,0,-503142544,32766,0,'07'
DIRENT,7,0,-503142544,32766,0,'07'
DIRENT,7,0,-503142544,32766,0,'07'
DIRENT,7,0,-503142544,32766,0,'07'
DIRENT,7,0,-503142544,32766,0,'07'
DIRENT,7,0,-503142544,32766,0,'07'
DIRENT,7,0,-503142544,32766,0,'07'
DIRENT,7,0,-503142544,32766,0,'07'
DIRENT,7,0,-503142544,32766,0,'07'
DIRENT,7,0,-503142544,32766,0,'07'
DIRENT,7,0,-503142544,32766,0,'07'
DIRENT,7,0,-503142544,32766,0,'07'
DIRENT,7,0,-503142544,32766,0,'07'
DIRENT,8,0,-503142544,32766,0,'07'
DIRENT,8,0,-503142544,32766,0,'07'
DIRENT,8,0,-503142544,32766,0,'07'
DIRENT,8,0,-503142544,32766,0,'07'
DIRENT,8,0,-503142544,32766,0,'07'
DIRENT,8,0,-503142544,32766,0,'07'
DIRENT,8,0,-503142544,32766,0,'07'
DIRENT,8,0,-503142544,32766,0,'07'
DIRENT,8,0,-503142544,32766,0,'07'
DIRENT,8,0,-503142544,32766,0,'07'
DIRENT,8,0,-503142544,32766,0,'07'
DIRENT,8,0,-503142544,32766,0,'07'
DIRENT,9,0,-503142544,32766,0,'07'
DIRENT,9,0,-503142544,32766,0,'07'
DIRENT,9,0,-503142544,32766,0,'07'
DIRENT,9,0,-503142544,32766,0,'07'
DIRENT,9,0,-503142544,32766,0,'07'
DIRENT,9,0,-503142544,32766,0,'07'
DIRENT,9,0,-503142544,32766,0,'07'
DIRENT,9,0,-503142544,32766,0,'07'
DIRENT,9,0,-503142544,32766,0,'07'
DIRENT,9,0,-503142544,32766,0,'07'
