INODE,2,d,755,0,0,3,11/12/18 16:40:33,11/12/18 16:40:33,11/12/18 16:40:33,1024,2,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INODE,11,d,700,0,0,2,11/12/18 16:40:33,11/12/18 16:40:33,11/12/18 16:40:33,12288,24,131,132,133,134,135,136,137,138,139,140,141,142,0,0,0
