GROUP,0,543908719,706742899,12851,26889,1684624672,170863136,1969184521
GROUP,1,543908719,706742899,24329,30047,1646292585,1936028793,170863136
GROUP,2,543908719,706742899,2607,24329,1936024419,1769218163,706766189
GROUP,3,333334817,455696253,25965,10784,1701987104,1869182049,1769218158
